qid,category,subcategory,level,answer,pred,response
487,Syntax,Embedded Clauses,3,A,A,"A의 안긴 문장은 “여중생이 의약품이 필요하다”로 복원할 수 있으며, 이때 꺽쇠 안의 ‘여중생’은 ‘필요하다’의 주어 기능을 한다. 다른 보기들은 대부분 안긴 문장에서 꺽쇠 안의 명사가 목적어나 부사어로 기능한다. 예를 들어 B는 ‘독창회에서 노래하다’, C는 ‘장아찌를 만들다’, G는 ‘나박김치를 담그다’처럼 복원된다. 따라서 정답은 A이다.

### ANSWER
A"
296,Phonetics/Phonology,Phonological Constraints,3,A,D,"음소 배열 제약은 특정 음소가 위치나 이웃 음소와의 결합에서 제약을 받아 다른 음소로 바뀌는 현상입니다. A는 음절말 자음 중화, B·C·E·F는 된소리되기, G·I·J는 ㅎ과 자음의 축약, H는 유음화가 적용된 예입니다. 반면 D의 ‘다쳐’는 [다처]로 발음되어 별다른 음소 배열 제약이 적용되지 않았습니다. 따라서 정답은 D입니다.

### ANSWER
D"
297,Morphology,POS & Morphemes,2,E,E,"'들'은 명사나 대명사 뒤에 붙어 복수를 나타내면 접미사로 쓰이고, 부사나 용언, 문장 성분 뒤에 붙어 주어가 여럿임을 나타내면 보조사로 쓰입니다. E의 '너희들'은 대명사 '너희'에 복수 접미사 '들'이 붙은 경우이므로 조사가 아닙니다. 나머지 보기들은 모두 주어의 복수를 나타내는 보조사로 쓰였습니다.

### ANSWER
E"
298,Semantics,Semantic Compatibility,1,E,E,"[캠핑]은 활동의 대상, [도착]은 시간, [텐트]와 [고기]는 행위의 대상, [군내]와 [냄새]는 지각의 대상으로 볼 수 있지만, [동식이]와 [강아지]는 모두 ‘~와 함께’라는 동반자의 의미적 역할을 지닌다. 따라서 의미적 역할이 가장 유사한 것은 [동식이]와 [강아지]이다.

### ANSWER
E"
299,Morphology,Verbal Conjugation,2,J,J,"""삼가다""는 '삼가하다'가 아니라 '삼가다' 자체가 표준 동사이므로, '삼가해 주십시오'는 잘못된 활용입니다. 올바른 표현은 '삼가 주십시오' 또는 '삼가 주세요'입니다. 나머지 문장들은 용언이 모두 적절하게 활용되었습니다.

### ANSWER
J"
300,Phonetics/Phonology,Phonological Alternation,3,G,G,"### ANSWER
G"
301,Morphology,Verbal Conjugation,3,H,D,"### ANSWER
D"
302,Morphology,Word Formation,2,F,F,"### ANSWER
F"
303,Morphology,Word Formation,3,B,C,"### ANSWER
C"
120,Phonetics/Phonology,Phonological Constraints,3,G,G,"### ANSWER
G"
121,Pragmatics,Deixis & Reference,3,F,D,"### ANSWER
D"
122,Pragmatics,Deixis & Reference,3,E,E,"### ANSWER
E"
123,Pragmatics,Deixis & Reference,3,H,H,"### ANSWER
H"
124,Pragmatics,Deixis & Reference,3,E,E,"### ANSWER
E"
125,Pragmatics,Deixis & Reference,3,E,B,"### ANSWER
B"
126,Pragmatics,Deixis & Reference,3,C,G,"### ANSWER
G"
127,Pragmatics,Deixis & Reference,3,J,B,"### ANSWER
B"
48,Syntax,Argument Structure & Valency,2,E,E,"""설치하다""는 주어(누가), 대상(무엇을), 장소(어디에)를 모두 요구하는 삼자리 서술어입니다. 다른 보기들은 주어와 목적어 또는 주어와 대상만 요구하거나, 부사어는 필수 논항이 아닌 경우가 대부분입니다. 따라서 세 자릿수를 요구하는 것은 E입니다.

### ANSWER
E"
49,Syntax,Argument Structure & Valency,3,J,D,"### ANSWER
D"
50,Pragmatics,Discourse Principles,1,H,H,"을은 의도적으로 사실이 아닌 정보를 말하여 자신의 태도를 드러내는 경우를 찾아야 한다. H에서 “지연이 할머니는 잊을 만 하면 돌아가시네”라는 말은 할머니가 반복적으로 돌아가신다는 비현실적이고 근거 없는 발언으로, 지연이의 불참 사유를 믿지 않는다는 비꼬는 태도를 드러낸다. A는 과장된 변명에 가깝지만 태도보다는 사유를 설명하는 성격이 강하고, 나머지 보기는 거짓 정보를 발화한 사례가 아니다. 따라서 가장 적절한 것은 H이다.

### ANSWER
H"
51,Pragmatics,Discourse Principles,3,E,F,"### ANSWER
F"
52,Syntax,Argument Structure & Valency,3,I,E,"### ANSWER
E"
53,Syntax,Argument Structure & Valency,3,E,E,"### ANSWER
E"
54,Syntax,Argument Structure & Valency,3,F,A,"### ANSWER
A"
55,Pragmatics,Speech Acts,2,J,J,"각 예문의 의도를 분류할 때, A는 요청, B는 반문을 통한 강한 긍정, C는 약속, D는 청유, E는 진술, F는 훈계, G는 감정 표현, H는 명령, I는 명령에 해당한다. 따라서 옳게 연결된 것은 J로, “난 엄마한테 죽었다”는 과장된 표현으로 자신의 처지나 감정을 나타내는 감정 표현이다.

### ANSWER
J"
208,Syntax,Ellipsis,3,I,I,"### ANSWER
I"
209,Semantics,Conjunctions,2,F,F,"앞 문장과 뒤 문장은 서로 다른 원두에서 나오는 커피의 향과 맛을 대조하고 있습니다. 따라서 빈칸에는 ‘반면’과 같은 대조 연결어가 가장 자연스럽습니다. ‘그래도’는 양보의 의미이고, ‘또한’은 단순 첨가, ‘그러므로’나 ‘그렇다면’은 인과·조건의 의미이므로 맥락에 맞지 않습니다. 그러므로 ‘반면’이 적절하다고 설명한 F가 정답입니다.

### ANSWER
F"
210,Semantics,Conjunctions,3,I,I,"첫 문장은 보고서 계획을 모레까지 정해야 한다는 기한을 제시하고, 둘째 문장은 그 기한 때문에 지민이가 급하게 준비를 시작했다는 결과적 행동을 보여준다. 따라서 빈칸에는 대조를 나타내는 ‘반면’보다는 원인과 결과를 연결하는 ‘그래서’가 자연스럽다. 다른 보기들은 대조나 인과 관계를 잘못 짚고 있거나, 문장 순서나 의미를 부정확하게 설명하고 있다.

### ANSWER
I"
211,Semantics,Conjunctions,1,B,B,"주어진 문장은 바쁜 일을 끝내고 휴식 중인 상황을 나타내며, 다음 문장은 이와 대조되거나 반전되는 내용이 올 때 자연스럽습니다. B는 끝낸 일에 문제가 생겨 다시 바빠졌다는 내용으로, 앞의 휴식 상황과 대비되므로 연결사 '그런데'가 적절합니다. 다른 보기들은 연결사의 의미와 문맥 관계가 맞지 않습니다.

### ANSWER
B"
212,Semantics,Conjunctions,2,H,H,"앞 문장은 문제를 발견한 상황이고, 뒤 문장은 그에 대한 후속 조치이므로 인과적 또는 시간적 연결이 자연스럽다. ""곧바로""는 발견 직후 행동이 이어졌음을 시간 순서대로 전달하는 데 적절하다. 다른 접속어들은 인과, 대조, 요약, 조건, 재진술 등 의미가 문맥과 맞지 않는다. 따라서 가장 적절한 설명은 H이다.

### ANSWER
H"
213,Semantics,Conjunctions,2,F,F,"### ANSWER
F"
214,Semantics,Conjunctions,2,G,G,"자연스러운 흐름은 (2)에서 인공지능 기술의 발전을 제시하고, (3)에서 그 발전을 모든 사람이 체감하지는 못한다는 대조적 상황을 언급한 뒤, (1)에서 그 구체적인 예로 소외계층의 어려움을 드는 것이다. 따라서 (1)은 (3) 바로 뒤에 배치되는 것이 적절하며, 이는 (1)을 (2) 바로 뒤에 두는 것보다 자연스럽다. 다른 보기들은 접속부사를 잘못 사용하거나 인과관계를 뒤집는 등 오류가 있다.

### ANSWER
G"
215,Syntax,Argument Structure & Valency,2,B,B,"### ANSWER
B"
408,Semantics,Ambiguity,3,H,H,"### ANSWER
H"
409,Semantics,Ambiguity,2,I,F,"### ANSWER
F"
410,Semantics,Ambiguity,3,H,H,"원문은 ‘언니와 막내를’이 두 사람을 각각 만난 것으로 해석될 수도 있고, 언니와 함께 막내를 만난 것으로 해석될 수도 있어 중의적입니다. 그런데 H처럼 “언니랑 막내를 만났다”라고 해도 여전히 같은 중의성이 남아 있어, 세 명이 모두 만났다는 뜻을 명확히 전달하지 못합니다. 따라서 H가 가장 적절하지 않은 설명입니다.

### ANSWER
H"
411,Semantics,Ambiguity,3,F,B,"### ANSWER
B"
412,Semantics,Ambiguity,3,B,B,"""깊은 수심이 드리운""에서 '수심'이 '근심/걱정'을 뜻하는 愁心일 때 ""깊은 수심이 드리운 얼굴""처럼 얼굴을 수식하는 것이 자연스럽다. 반면 '물의 깊이'를 뜻하는 水深일 때는 ""드리운""과 어울리지 않으므로 강을 수식하는 쪽이 더 자연스럽다는 설명은 적절하지 않다. 나머지 보기들은 중의성과 그 해소 방식을 타당하게 설명하고 있다.

### ANSWER
B"
413,Pragmatics,Social Relationship Marking,1,G,G,"G는 두 화자가 서로 반말을 쓰며 교실과 쉬는 시간이라는 학교 상황에서 다투는 모습이 드러나 학생-학생 관계로 가장 적절하다. C나 D는 ‘저희’, ‘혼내세요’ 등에서 교사-학생 관계가 보이고, E와 I는 어른들끼리 아이들에 대해 이야기하는 관계다. F, H, J는 가족이나 성인 관계에 가깝다. 따라서 정답은 G이다.

### ANSWER
G"
414,Semantics,Rhetorical Expressions,1,F,F,"지문에서 그는 기차만 타다가 처음 배를 탔고, 자신은 튼튼하다며 멀미약을 거부했지만 결국 심한 뱃멀미로 고생했다. F는 기차를 오래 탄 경험이 멀미에 대한 담금질이 되어 면역이 생겼다는 의미인데, 이는 실제로 멀미를 심하게 한 내용과 정면으로 배치된다. 나머지 보기들은 그의 자만, 고생, 체면 손상 등을 상황에 맞게 적절히 추론한 것이다. 따라서 가장 적절하지 않은 것은 F이다.

### ANSWER
F"
415,Semantics,Rhetorical Expressions,1,A,A,"정민이는 사회생활을 처음 시작해 업무에 익숙하지 않고 사수의 도움이 없으면 어려움을 겪는 초보자 상황입니다. 이러한 미숙하고 경험이 부족한 사람을 가리키는 말로 ‘햇병아리’가 가장 적절합니다. 다른 보기들은 경험 부족과 직접적인 관련이 없는 동물 비유입니다.

### ANSWER
A"
656,Morphology,Word Formation,3,A,A,"‘읽히다’는 ‘읽다’에 피동 접미사 ‘-히-’가 결합한 파생어로, 품사는 동사로 그대로 유지되지만 능동문이 피동문으로 바뀌면서 문장 구조는 달라진다. 따라서 ‘읽히다’는 품사 변화가 없는 ㄷ에 해당하며, ㄴ과 ㄷ 모두에 해당하는 ㄹ은 아니다. 나머지 보기들은 각각 품사 변화와 문장 구조 변화의 유무에 따라 적절하게 분류된다.

### ANSWER
A"
657,Morphology,Verbal Conjugation,3,D,D,"'썩이다'는 '속을 태우다/걱정하게 하다'라는 뜻으로 '속을 썩이다', '골치를 썩이다'처럼 쓰이고, '썩히다'는 '썩다'의 사동사로 '음식을 썩히다', '재능을 썩히다'처럼 쓰입니다. D는 '부모님 속을 썩혀'라고 했는데, 이는 '속을 썩이다'가 올바른 표현이므로 틀렸습니다. 나머지 선지들은 모두 문맥에 맞게 쓰였습니다.

### ANSWER
D"
658,Morphology,Verbal Conjugation,3,C,B,"### ANSWER
B"
659,Morphology,Word Formation,2,I,B,"### ANSWER
B"
660,Phonetics/Phonology,Suprasegmental Features,3,A,H,"<보기>에서 장음으로 발음되는 단어는 각각 '밤(夜)'은 장음, '눈(雪)'은 장음, '말(言)'은 장음입니다. 반면 '밤(栗)', '눈(眼)', '말(馬)'은 단음으로 발음됩니다. 따라서 장음에 해당하는 것은 ㄱ, ㄹ, ㅁ입니다.

### ANSWER
H"
661,Phonetics/Phonology,Suprasegmental Features,3,D,D,"### ANSWER
D"
662,Phonetics/Phonology,Phonological Alternation,2,J,J,"### ANSWER
J"
663,Phonetics/Phonology,Phonological Alternation,3,H,H,"<보기>의 ㄱ은 음절 종성에서 자음이 대표음으로 바뀌는 교체 현상이고, ㄴ은 된소리되기, ㄷ은 ㅎ과 자음의 축약, ㄹ은 ㄴ첨가이다. ‘따뜻하다’는 ㅅ이 종성에서 ㄷ으로 바뀌는 ㄱ의 변동과, ㄷ과 ㅎ이 만나 ㅌ이 되는 ㄷ의 변동이 모두 나타난다. 따라서 ㄱ과 ㄷ의 변동이 모두 일어난 예로 적절한 것은 H이다.

### ANSWER
H"
488,Syntax,Embedded Clauses,2,I,I,"""기마병은 사태가 긴급함을 단박에 느꼈다""에서 '사태가 긴급함'은 절 전체가 '느꼈다'의 목적어로 기능하는 안긴 문장입니다. 다른 보기들은 관형절, 부사절, 주어절 등으로 쓰였거나 안긴 문장이 없습니다. 따라서 목적어 역할을 하는 안긴 문장은 I입니다.

### ANSWER
I"
489,Syntax,Embedded Clauses,2,E,E,"관형절 안에서 꺾쇠 명사가 서술어의 주어인지 목적어인지를 살펴보면, A~D, F~I는 모두 타동사가 꾸미는 명사가 목적어에 해당합니다. E의 경우 ‘뛰어가는’이라는 서술어의 주체가 ‘고라니’이므로 안긴 문장에서 주어 기능을 합니다. J는 ‘교육하지 않은’이 능동 관형절로 해석되면 주어일 수 있지만 의미상 어색하고, 일반적으로 ‘교육받지 않은’으로 보는 것이 자연스러워 주어로 보기 어렵습니다. 따라서 정답은 E입니다.

### ANSWER
E"
490,Semantics,Numeral Classifiers,1,B,B,"'필'은 주로 말이나 소 등 큰 동물을 세는 단위로, 고양이를 셀 때는 '마리'가 자연스럽다. 따라서 ""고양이가 한 필 있다""는 분류사 사용이 어색하다. 다른 보기들은 모두 해당 사물에 맞는 분류사를 사용하고 있다.

### ANSWER
B"
491,Syntax,Embedded Clauses,3,H,E,"### ANSWER
E"
492,Semantics,Numeral Classifiers,1,J,J,"""오이 한 장""은 어색하다. 오이는 일반적으로 '한 개'나 '한 조각'으로 세는 것이 자연스럽고, '장'은 종이나 얇은 판 형태의 물건에 주로 쓰는 단위이기 때문이다. 나머지 문장들은 모두 단위 명사가 상황에 맞게 쓰였다.

### ANSWER
J"
493,Semantics,Numeral Classifiers,2,C,C,"첫 빈칸은 ‘트럭 한 대’, 둘째는 ‘손질 전 생선 50마리’가 자연스럽습니다. 셋째는 5마리씩 포장된 냉동 생선이므로 ‘20봉지’가 적절하고, 넷째는 ‘흙마늘 5망’, 다섯째는 ‘깐 마늘 500톨’이 가장 자연스럽습니다. 다른 보기들은 첫째나 둘째, 셋째에 부적절한 단위가 포함되어 있습니다. 따라서 모든 빈칸에 맞는 보기는 C입니다.

### ANSWER
C"
494,Semantics,Numeral Classifiers,2,H,H,"The correct counters are: tables use “개,” PET bottles use “병,” disposable cups use “개,” garbage bags use “장,” and posters use “장.” Option H matches all of these correctly, while other options use inappropriate counters such as “채,” “석,” “척,” “잔,” or “매” for the given items.

### ANSWER
H"
495,Syntax,Embedded Clauses,1,F,F,"'팀장이 토론에 참석했음을 전해 들었다'에서 '팀장이 토론에 참석했음'은 명사절로, '을'과 결합하여 서술어 '전해 들었다'의 목적어 역할을 한다. 다른 보기들은 안긴 문장이 주어, 부사어, 관형어 등으로 쓰였거나 안긴 문장이 목적어가 아니다. 따라서 목적어의 역할을 하는 안긴 문장은 F이다.

### ANSWER
F"
128,Semantics,Word Relationships,3,I,I,"벼와 쌀은 벼라는 원료/식물에서 쌀이라는 가공된 산물이 얻어지는 관계입니다. 지문의 매출은 기업 활동의 총수익으로서, 여기에서 비용 등을 차감하면 최종적으로 순이익이 남습니다. 따라서 매출을 벼에, 순이익을 쌀에 대응시키는 것이 가장 적절합니다.

### ANSWER
I"
129,Semantics,Word Relationships,2,G,G,"### ANSWER
G"
130,Semantics,Word Relationships,2,B,B,"배고픔은 식사라는 해결책을 통해 해소되는 관계입니다. 따라서 지문에서 학교 폭력에 대응하는 ‘식사’는 학교 폭력 문제를 해결하거나 처벌하는 실질적인 대책이어야 합니다. 그런데 ‘감형’은 형벌을 줄여주는 것으로, 문제를 해결하거나 엄격히 대응하는 방안이 아니라 오히려 처벌을 약화시키는 개념입니다. 나머지 보기들은 모두 학교 폭력에 대한 제재나 대응책으로 볼 수 있습니다. 따라서 가장 적합하지 않은 단어는 ‘감형’입니다.

### ANSWER
B"
131,Semantics,Word Relationships,2,D,D,"""식물:무궁화""는 상위 범주와 그에 속한 구체적인 종의 관계입니다. 지문에서 ""고양이""가 ""식물""에 해당한다면, ""무궁화""에 해당하는 것은 고양이의 구체적인 품종이어야 합니다. 보기 중 ""노르웨이의 숲""은 노르웨이 숲 고양이라는 고양이 품종을 가리킵니다. 따라서 ""고양이:노르웨이의 숲""은 ""식물:무궁화""와 같은 범주-구성원 관계를 이룹니다.

### ANSWER
D"
132,Semantics,Word Relationships,1,H,H,"""뜨거움""과 ""차가움""은 서로 반대되는 의미를 지닌 반의어 관계입니다. 지문에서 ""적자""는 무역 수지가 손실 상태임을 뜻하며, 이와 반대되는 개념은 ""흑자""입니다. 따라서 ""적자""와 ""흑자""도 반의어 관계에 해당합니다. 다른 선지들은 적자와 반의 관계를 이루지 않습니다.

### ANSWER
H"
133,Semantics,Word Relationships,1,A,A,"적 사령관이 항복을 권하는 속내를 이해할 수 없다는 문맥에서, “심중”은 마음속에 품은 생각이나 의도를 뜻합니다. 따라서 가장 유사한 단어는 “의향”입니다.

### ANSWER
A"
134,Semantics,Word Relationships,3,C,G,"""안치하였다""는 용의자를 일정한 장소에 두거나 구금 상태로 확보하는 의미로 쓰였습니다. 문맥상 사건 처리를 위해 용의자를 즉시 붙잡아 두는 행위에 가깝습니다. 따라서 보기 중 가장 유사한 의미는 ""체포하다""입니다.

### ANSWER
G"
135,Semantics,Word Relationships,3,I,C,"지문에서 ""통감했다""는 ""마음속 깊이 느꼈다""는 의미로, 총괄 매니저로서 프로젝트 전 과정을 뼈저리게 체감했다는 뜻입니다. 이와 가장 유사한 단어는 ""절감하다""로, 역시 ""깊이 느끼다""라는 의미를 지닙니다. 다른 보기들은 ""살펴보다""나 ""통찰하다""처럼 살피거나 꿰뚫는 뜻, 또는 ""느끼다""처럼 일반적인 감각을 나타내어 문맥상 가장 가깝지 않습니다.

### ANSWER
C"
56,Pragmatics,Speech Acts,2,I,G,"'내일도 늦으면 그때는 벌점을 주겠어'는 단순한 진술이나 약속이 아니라, 상대방에게 행동을 강제하려는 경고이자 명령의 의도를 지닌 발화입니다. 따라서 같은 의도로 분류할 예는 상대방에게 '동행해 주셔야겠습니다'라고 간접적으로 강한 요구를 하는 G입니다. 나머지 보기들은 진술, 약속, 청유, 감정 표현 등에 해당합니다.

### ANSWER
G"
57,Syntax,Argument Structure & Valency,2,G,G,"'뒤집혔다'는 주어(달걀프라이가) 하나만 필수적으로 요구하는 한 자리 서술어입니다. 나머지 보기들은 모두 목적어를 필요로 하는 두 자리 이상의 서술어이거나 위치나 대상 등 추가 성분을 요구합니다. 따라서 정답은 G입니다.

### ANSWER
G"
58,Pragmatics,Implicature,2,J,J,"갑이 손목시계를 보면서 “지금 시간이 몇 시지?”라고 묻는 것은 단순히 시각을 묻는 것이 아니라, 을이 약속된 시간에 나타나지 않은 상황을 지적하는 함축적 표현으로 볼 수 있다. 을의 “죄송합니다.”라는 대답도 시각을 몰라서가 아니라 늦은 것에 대한 사과로 이해하는 것이 자연스럽다. 따라서 이 대화에서 갑의 질문은 을이 예정과 다른 시간에 나타났음을 의미한다.

### ANSWER
J"
59,Pragmatics,Implicature,1,I,I,"을의 응답이 질문에 대해 간접적으로 ""아니요""라고 답하는지 살펴보면, A~H와 J는 모두 질문의 내용을 부정하거나 회피하는 방식으로 부정의 답을 하고 있습니다. 특히 J는 커피 맛을 모른다고 하여 긍정도 부정도 아닌 애매한 반응이지만, 질문에 대해 긍정적으로 답한 것은 아닙니다. 반면 I는 ""내가 언제 밥때 거르는 것 봤니?""라는 반문을 통해 ""밥을 거르지 않는다""는 뜻을 전달하며, 저녁을 챙겨 먹었음을 긍정하고 있습니다. 따라서 부정의 답을 하고 있지 않은 것은 I입니다.

### ANSWER
I"
60,Syntax,Argument Structure & Valency,1,B,B,"'다운되었다'는 주어 하나만 필수적으로 요구하는 1자리 서술어입니다. 나머지 문장들은 목적어나 부사격 보어 등이 필수적으로 요구되어 2자리 이상입니다.

### ANSWER
B"
61,Pragmatics,Implicature,1,A,A,"A는 갑의 제안에 대해 을이 조건을 달며 수락하는 의미로 볼 수 있습니다. “상금은 다 내 거다”는 팀으로 나가되 상금을 요구하는 조건부 승낙입니다. 나머지 보기들은 거절하거나 생각해 보겠다는 반응입니다.

### ANSWER
A"
62,Syntax,Argument Structure & Valency,3,I,A,"'질주하다'는 주어만 필수적으로 요구하는 한 자리 서술어(자동사)이며, '도로로'는 선택적 부사어입니다. 나머지 꺽쇠 안의 서술어들은 대부분 목적어를 필요로 하는 두 자리 또는 세 자리 서술어입니다. 따라서 자릿수가 한 자리인 것은 A입니다.

### ANSWER
A"
63,Pragmatics,Implicature,1,A,A,"갑은 성적표를 본 뒤 용돈 인상을 취소하자고 하여 자녀의 성적에 대해 부정적으로 보고 있다. 을은 자신이 어릴 때 하루에 3시간만 자며 공부했다고 말하며 자녀가 더 열심히 공부해야 한다는 뜻을 전달한다. 따라서 을은 자녀가 공부를 충분히 하지 않았다고 생각하는 것이 가장 자연스럽다. 다른 보기들은 내용과 근거가 부족하거나 상황과 맞지 않는다.

### ANSWER
A"
592,Semantics,Semantic Compatibility,1,G,G,"G는 “하늘엔 주식이 밝게 빛나고 있었다”로, ‘주식’은 주식(株式)이나 주식(主食)을 뜻하지 별을 뜻하지 않으므로 하늘에서 빛나는 것과 어울리지 않는다. 다른 선지들은 모두 자연스러운 표현이거나 관용적 의미로 쓰였다. 따라서 가장 어색한 문장은 G이다.

### ANSWER
G"
593,Syntax,Argument Structure & Valency,3,D,D,"D에서 ‘간의’는 관형격, ‘그는’은 주격, ‘직원이’는 ‘되다’의 보격으로 세 어절의 격이 모두 다릅니다. 다른 보기들은 주격이나 목적격, 부사격 등이 중복되어 나타납니다.

### ANSWER
D"
594,Syntax,Agreement,3,H,D,"### ANSWER
D"
595,Syntax,Agreement,3,B,B,"### ANSWER
B"
596,Phonetics/Phonology,Phonological Alternation,3,G,D,"### ANSWER
D"
597,Syntax,Agreement,2,D,D,"### ANSWER
D"
598,Morphology,Word Formation,3,G,B,"### ANSWER
B"
599,Pragmatics,Discourse Principles,3,H,H,"### ANSWER
H"
496,Semantics,Numeral Classifiers,1,B,B,"소설책은 권수를 나타내는 단위 ‘권’을 사용하고, 샌드위치와 같은 음식은 일반적으로 ‘개’로 셉니다. 커피는 컵에 담아 마시는 음료이므로 ‘잔’이 가장 자연스럽습니다. 따라서 세 빈칸에 모두 알맞은 조합은 (권, 개, 잔)입니다.

### ANSWER
B"
497,Semantics,Numeral Classifiers,3,A,A,"회사 잉여 현금으로 금을 투자하자는 제안에 가장 적절한 답변은 금의 표준 중량 단위와 회사 규모에 맞는 투자 금액을 제시하는 것이다. A는 30킬로그램이라는 실제 금 거래에서 쓰는 단위로 구체적인 투자 계획을 말하고 있어 타당하다. 다른 보기들은 ‘병, 말, 박스, 척’처럼 금에 쓰이지 않는 단위이거나, ‘두 돈, 한 량’처럼 개인 수준의 소액, ‘만 관’처럼 비현실적으로 큰 규모다. 따라서 A가 가장 적절하다.

### ANSWER
A"
498,Semantics,Numeral Classifiers,3,C,C,"오징어는 생물일 때 ‘마리’로 세지만, 마른오징어는 ‘축’이라는 단위로 세는 것이 일반적입니다. 버터오징어는 휴게소에서 마른오징어를 활용하는 경우가 많아 시험 조리용 샘플 주문에 ‘한 축’이 가장 자연스럽습니다. 다른 단위들은 오징어에 적합하지 않거나 일반적인 표현에 그칩니다.

### ANSWER
C"
499,Semantics,Numeral Classifiers,1,G,G,"시금치는 일반적으로 '단'이라는 단위로 묶어서 판매하는 채소입니다. 질문은 오늘 판매된 시금치의 수량을 묻고 있으므로, 수량 단위가 자연스러운 답변이어야 합니다. 다른 단위인 말, 벌, 개, 망, 석, 되, 척, 섬, 홉은 시금치 판매량을 표현하기에 어색합니다. 따라서 '다섯 단 정도 팔렸습니다'가 가장 자연스러운 응답입니다.

### ANSWER
G"
500,Semantics,Numeral Classifiers,1,H,H,"트레이닝복 상하의 세트는 옷이므로 개수를 셀 때 ‘벌’을 사용하는 것이 가장 자연스럽습니다. 다른 단위들은 종이, 횟수, 기계, 부피, 신발 등에 어울리지 않습니다. 따라서 세 벌을 주문하라는 H가 가장 적절합니다.

### ANSWER
H"
501,Semantics,Rhetorical Expressions,3,J,F,"""배가 고프다""는 극심한 허기를 과장된 비유로 나타내는 표현이 와야 합니다. A~E, G~J는 모두 몹시 배고픈 상태를 나타내는 과장이나 비유로 자연스럽습니다. 그러나 F의 ""무언가 먹은 적이 없는 사람""은 평생 아무것도 먹어 본 적이 없는 사람이라는 뜻으로, 현재의 배고픔을 나타내는 비유로는 어색하고 의미가 통하지 않습니다. 따라서 빈칸에 들어가기에 적절하지 않은 것은 F입니다.

### ANSWER
F"
502,Pragmatics,Implicature,2,E,E,"을은 갑의 비난에 대해 자신이 사료를 챙겨 주지 않은 적이 없다고 반박하며, 밥그릇이 빈 것은 고양이가 사료를 다 먹었기 때문임을 ‘배가 볼록해진 것’을 근거로 제시하고 있다. 따라서 을의 발화는 고양이가 사료를 다 먹어서 배가 부르다는 의미를 드러낸다. 임신 가능성이나 다른 집에서 밥을 먹었다는 해석은 문맥상 근거가 부족하다. 가장 적절한 것은 고양이가 사료를 다 먹었음을 의미한다는 것이다.

### ANSWER
E"
503,Semantics,Rhetorical Expressions,1,H,H,"""날아올랐다""는 가볍고 역동적인 동작을 묘사하는 표현입니다. 따라서 가벼움, 탄력, 자유로움과 어울리는 비유가 자연스럽습니다. 그중 ""거대한 산처럼""은 무겁고 정적인 이미지라서 날아오르는 동작과 가장 어울리지 않습니다. 다른 보기들은 모두 날아오르는 움직임이나 감정적 맥락과 연결될 수 있습니다.

### ANSWER
H"
416,Semantics,Rhetorical Expressions,1,I,I,"지문은 금괴가 우물에 묻혔다는 소문이 돌았지만 아무도 찾으려 하지 않아 소문이 곧 사그라들었다는 내용이다. 따라서 금괴를 찾기 위해 우물을 파거나 나서는 사람이 없었다는 점이 핵심이다. 다른 보기들은 금괴 발굴, 소중함, 경종, 성장통 등 지문에 없는 상황을 포함한다. 가장 직접적으로 부합하는 것은 “우물을 파헤쳐서 대어를 낚으려는 사람은 안 나왔다”이다.

### ANSWER
I"
417,Semantics,Word Relationships,1,F,F,"지문에서 “차”는 청과물을 운반하는 자동차, 즉 차량을 의미합니다. “새”와 “까치”는 상위어와 하위어 관계로, “까치”는 “새”의 한 종류입니다. 따라서 “차”의 한 종류에 해당하는 “트럭”이 가장 적합한 의미관계를 이룹니다.

### ANSWER
F"
418,Semantics,Ambiguity,2,C,C,"### ANSWER
C"
419,Semantics,Ambiguity,1,C,C,"""전원이 문제였다""는 '전원(全員)'과 '전원(電源)'의 중의적 해석이 가능한 문장이다. 따라서 한 가지 뜻으로만 해석된다는 설명은 가장 어색하다. 다른 보기들은 각각 중의성이나 의미 해석을 타당하게 설명하고 있다.

### ANSWER
C"
420,Semantics,Ambiguity,2,B,B,"""금을 그대로 두어라""에서 ""금""은 '황금'이라는 금속뿐 아니라 '금이 간 자국'이나 '줄/금'이라는 의미로도 해석될 수 있으므로 중의적이다. 따라서 ""금""을 자국으로 해석할 수 있다는 B가 옳다. 다른 보기들은 중의성이나 의미 해석이 잘못된 경우가 대부분이다.

### ANSWER
B"
421,Semantics,Ambiguity,1,C,C,"""방학 숙제는 두 도시의 거리를 조사하는 것이다.""에서 ""거리""는 '두 도시 사이의 거리'와 '두 도시의 길/거리'로 해석될 수 있어 중의적이다. 따라서 이 문장이 중의적이지 않다고 말한 C는 옳지 않다. 나머지 보기들은 각각 어휘적 중의성의 예와 의미를 올바르게 설명하고 있다.

### ANSWER
C"
422,Syntax,Argument Structure & Valency,1,E,E,"""반짝거린다""는 주어인 '바닷물이' 하나만 필수적으로 요구하는 한 자리 서술어입니다. 다른 문장들은 모두 목적어나 부사어 등 추가 논항을 필요로 합니다. 따라서 서술어가 요구하는 자릿수가 한 자리인 것은 E입니다.

### ANSWER
E"
