license_name,subject,answer,pred,response
한약사,한약학기초,C,C,C
약사,생명약학,A,A,A
약사,생명약학,B,B,B
약사,생명약학,A,A,A
약사,생명약학,E,E,E
약사,생명약학,B,B,B
약사,생명약학,C,C,C
약사,생명약학,A,A,A
약사,생명약학,D,D,D
변호사,형사법,D,D,D
변호사,형사법,C,B,B
변호사,형사법,B,B,B
변호사,형사법,A,A,A
변호사,형사법,D,D,D
변호사,형사법,C,C,C
변호사,형사법,C,B,B
변호사,형사법,D,D,D
한약사,한약학기초,E,E,E
한약사,한약학기초,A,A,A
한약사,한약학기초,D,D,D
한약사,한약학기초,C,C,C
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
한약사,한약학기초,D,D,D
한약사,한약학기초,E,E,E
약사,생명약학,D,D,D
약사,생명약학,E,E,E
약사,생명약학,A,A,A
약사,생명약학,D,D,D
약사,생명약학,A,A,A
약사,생명약학,D,D,D
약사,생명약학,E,E,E
약사,생명약학,D,D,D
치과의사,구강악안면외과학,C,C,C
치과의사,구강악안면외과학,E,E,E
치과의사,구강악안면외과학,D,D,D
치과의사,구강악안면외과학,E,E,E
치과의사,구강악안면외과학,E,E,E
치과의사,구강악안면외과학,A,A,A
치과의사,구강악안면외과학,D,D,D
치과의사,구강악안면외과학,C,C,C
한약사,한약학기초,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,D,D,D
한약사,한약학기초,D,D,D
한약사,한약학기초,C,C,C
한약사,한약학기초,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
공인회계사,세법개론,C,A,A
공인회계사,세법개론,B,C,C
공인회계사,세법개론,C,D,D
공인회계사,세법개론,C,C,C
공인회계사,세법개론,A,D,D
공인회계사,세법개론,C,C,C
공인회계사,세법개론,B,D,D
공인회계사,세법개론,A,A,A
약사,생명약학,C,C,C
약사,생명약학,B,B,B
약사,생명약학,B,B,B
약사,생명약학,A,A,A
약사,생명약학,B,B,B
약사,생명약학,C,C,C
약사,생명약학,D,D,D
약사,생명약학,E,E,E
치과의사,구강악안면외과학,C,C,C
치과의사,구강악안면외과학,B,B,B
치과의사,구강악안면외과학,D,D,D
치과의사,구강악안면외과학,C,C,C
치과의사,구강악안면외과학,C,C,C
치과의사,구강악안면외과학,B,B,B
치과의사,구강악안면외과학,D,D,D
치과의사,구강악안면외과학,E,E,E
한약사,한약학기초,B,B,B
한약사,한약학기초,E,E,E
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,E,E,E
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
한약사,한약학기초,D,D,D
법무사,민사집행법,C,C,C
법무사,민사집행법,D,D,D
법무사,민사집행법,B,B,B
법무사,민사집행법,D,C,C
법무사,민사집행법,E,A,A
법무사,민사집행법,C,C,C
법무사,민사집행법,D,A,A
법무사,민사집행법,A,A,A
세무사,회계학개론,B,A,A
세무사,회계학개론,A,A,A
세무사,회계학개론,B,E,E
세무사,회계학개론,C,C,C
세무사,회계학개론,C,C,C
세무사,회계학개론,C,E,E
세무사,회계학개론,C,C,C
세무사,회계학개론,D,D,D
약사,생명약학,B,B,B
약사,생명약학,A,A,A
약사,생명약학,A,A,A
약사,생명약학,A,A,A
약사,생명약학,D,D,D
약사,생명약학,B,B,B
약사,생명약학,C,C,C
약사,생명약학,E,E,E
공인노무사,노동법1,C,D,D
공인노무사,노동법1,D,D,D
공인노무사,노동법1,A,D,D
공인노무사,노동법1,D,D,D
공인노무사,노동법1,C,C,C
공인노무사,노동법1,A,B,B
공인노무사,노동법1,B,B,B
공인노무사,노동법1,A,A,A
치과의사,구강악안면외과학,A,E,E
치과의사,구강악안면외과학,E,E,E
치과의사,구강악안면외과학,A,A,A
치과의사,구강악안면외과학,A,A,A
치과의사,구강악안면외과학,B,B,B
치과의사,구강악안면외과학,C,C,C
치과의사,구강악안면외과학,D,D,D
치과의사,구강악안면외과학,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,D,D,D
한약사,한약학기초,E,E,E
한약사,한약학기초,D,D,D
한약사,한약학기초,D,D,D
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
약사,생명약학,D,D,D
약사,산업약학,C,C,C
약사,산업약학,E,E,E
약사,산업약학,A,A,A
약사,산업약학,C,C,C
약사,산업약학,D,D,D
약사,산업약학,B,B,B
약사,산업약학,A,A,A
세무사,회계학개론,D,D,D
세무사,회계학개론,A,A,A
세무사,회계학개론,B,B,B
세무사,회계학개론,D,D,D
세무사,회계학개론,A,A,A
세무사,회계학개론,E,E,E
세무사,회계학개론,E,E,E
세무사,회계학개론,E,E,E
한약사,한약학기초,D,D,D
한약사,한약학기초,D,D,D
한약사,한약학기초,E,E,E
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
치과의사,구강악안면외과학,A,A,A
치과의사,구강악안면외과학,C,C,C
치과의사,구강악안면외과학,D,D,D
치과의사,구강악안면외과학,B,B,B
치과의사,구강악안면외과학,D,D,D
치과의사,치과보존학,B,B,B
치과의사,치과보존학,C,C,C
치과의사,치과보존학,B,B,B
약사,산업약학,B,B,B
약사,산업약학,D,D,D
약사,산업약학,D,D,D
약사,산업약학,B,B,B
약사,산업약학,E,E,E
약사,산업약학,C,C,C
약사,산업약학,C,C,C
약사,산업약학,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,D,D,D
한약사,한약학기초,C,C,C
한약사,한약학기초,A,A,A
한약사,한약학기초,D,D,D
한약사,한약학기초,A,A,A
한약사,한약학기초,C,C,C
한약사,한약학기초,B,B,B
공인노무사,노동법1,C,C,C
공인노무사,노동법1,E,E,E
공인노무사,노동법1,B,B,B
공인노무사,노동법1,C,C,C
공인노무사,노동법1,C,C,C
공인노무사,노동법1,A,A,A
공인노무사,노동법1,E,D,D
공인노무사,노동법1,D,D,D
약사,산업약학,B,B,B
약사,산업약학,E,E,E
약사,산업약학,D,D,D
약사,산업약학,D,D,D
약사,산업약학,C,E,E
약사,산업약학,D,D,D
약사,산업약학,E,E,E
약사,산업약학,B,C,C
치과의사,치과보존학,B,B,B
치과의사,치과보존학,B,C,C
치과의사,치과보존학,D,D,D
치과의사,치과보존학,D,D,D
치과의사,치과보존학,D,D,D
치과의사,치과보존학,E,E,E
치과의사,치과보존학,C,C,C
치과의사,치과보존학,D,D,D
세무사,민법,A,A,A
세무사,민법,E,E,E
세무사,민법,A,E,E
세무사,민법,C,C,C
세무사,민법,C,C,C
세무사,민법,D,D,D
세무사,민법,E,E,E
세무사,민법,C,C,C
변호사,형사법,A,E,E
변호사,형사법,C,C,C
변호사,형사법,B,E,E
변호사,형사법,B,B,B
변호사,공법,E,E,E
변호사,공법,B,B,B
변호사,공법,A,D,D
변호사,공법,C,C,C
약사,산업약학,B,B,B
약사,산업약학,A,A,A
약사,산업약학,C,C,C
약사,산업약학,A,A,A
약사,산업약학,C,C,C
약사,산업약학,A,A,A
약사,산업약학,B,B,B
약사,산업약학,E,E,E
치과의사,치과보존학,E,C,C
치과의사,치과보존학,E,E,E
치과의사,치과보존학,E,E,E
치과의사,치과보존학,C,C,C
치과의사,치과보존학,D,D,D
치과의사,치과보존학,C,C,C
치과의사,치과보존학,C,C,C
치과의사,치과보존학,A,A,A
약사,산업약학,D,D,D
약사,산업약학,C,C,C
약사,산업약학,B,B,B
약사,산업약학,A,A,A
약사,산업약학,C,C,C
약사,산업약학,C,C,C
약사,산업약학,C,C,C
약사,산업약학,B,B,B
한약사,보건의약관계법규,E,E,E
한약사,보건의약관계법규,A,A,A
한약사,보건의약관계법규,A,A,A
한약사,보건의약관계법규,A,C,C
한약사,보건의약관계법규,E,A,A
한약사,보건의약관계법규,D,D,D
한약사,보건의약관계법규,D,B,B
한약사,보건의약관계법규,B,B,B
세무사,민법,C,C,C
세무사,민법,D,D,D
세무사,민법,A,A,A
세무사,민법,D,D,D
세무사,민법,E,E,E
세무사,민법,D,D,D
세무사,민법,B,B,B
세무사,민법,A,A,A
공인노무사,노동법1,D,D,D
공인노무사,노동법1,B,B,B
공인노무사,노동법1,A,A,A
공인노무사,노동법1,E,E,E
공인노무사,노동법2,A,A,A
공인노무사,노동법2,C,C,C
공인노무사,노동법2,A,C,C
공인노무사,노동법2,C,E,E
치과의사,치과보존학,D,D,D
치과의사,치과보존학,D,D,D
치과의사,치과보존학,A,A,A
치과의사,치과보존학,D,D,D
치과의사,치과보존학,E,E,E
치과의사,치과보존학,B,B,B
치과의사,치과보존학,C,C,C
치과의사,치과보존학,A,A,A
공인회계사,세법개론,D,B,B
공인회계사,세법개론,C,E,E
공인회계사,세법개론,B,D,D
공인회계사,세법개론,D,B,B
공인회계사,세법개론,A,C,C
공인회계사,세법개론,A,E,E
공인회계사,세법개론,E,E,E
공인회계사,세법개론,D,E,E
법무사,민사집행법,D,D,D
법무사,민사집행법,B,D,D
법무사,민사집행법,C,D,D
법무사,민사집행법,B,D,D
법무사,민사집행법,A,C,C
법무사,민사집행법,C,C,C
법무사,민사집행법,B,B,B
법무사,민사집행법,E,B,B
변호사,공법,B,A,A
변호사,공법,D,D,D
변호사,공법,A,A,A
변호사,공법,D,D,D
변호사,공법,E,E,E
변호사,공법,C,C,C
변호사,공법,D,A,A
변호사,공법,C,C,C
치과의사,치과보존학,D,D,D
치과의사,치과보존학,A,A,A
치과의사,치과보존학,B,B,B
치과의사,치과보존학,A,A,A
치과의사,치주과학/구강보건학,A,D,D
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,B,B,B
세무사,민법,A,A,A
세무사,민법,E,E,E
세무사,민법,E,E,E
세무사,민법,D,D,D
세무사,민법,C,B,B
세무사,민법,B,B,B
세무사,민법,C,C,C
세무사,민법,C,C,C
공인노무사,노동법2,D,A,A
공인노무사,노동법2,C,A,A
공인노무사,노동법2,E,E,E
공인노무사,노동법2,A,D,D
공인노무사,노동법2,B,B,B
공인노무사,노동법2,E,E,E
공인노무사,노동법2,B,B,B
공인노무사,노동법2,A,A,A
세무사,민법,C,C,C
세무사,민법,E,E,E
세무사,민법,B,B,B
세무사,민법,C,C,C
세무사,민법,B,A,A
세무사,민법,A,A,A
세무사,민법,E,E,E
세무사,민법,E,E,E
공인회계사,세법개론,E,E,E
공인회계사,세법개론,A,C,C
공인회계사,세법개론,E,E,E
공인회계사,세법개론,E,A,A
공인회계사,세법개론,E,E,E
공인회계사,세법개론,E,E,E
공인회계사,세법개론,C,C,C
공인회계사,세법개론,D,D,D
치과의사,치주과학/구강보건학,E,B,B
치과의사,치주과학/구강보건학,A,A,A
치과의사,치주과학/구강보건학,E,E,E
치과의사,치주과학/구강보건학,C,C,C
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,A,A,A
치과의사,치주과학/구강보건학,C,B,B
치과의사,치주과학/구강보건학,B,D,D
치과의사,치주과학/구강보건학,A,A,A
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,B,B,B
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,E,E,E
변호사,공법,E,E,E
변호사,공법,A,B,B
변호사,공법,B,B,B
변호사,공법,A,A,A
변호사,공법,D,D,D
변호사,공법,B,D,D
변호사,공법,E,E,E
변호사,공법,B,B,B
법무사,민사집행법,B,A,A
법무사,민사집행법,E,E,E
법무사,민사집행법,B,B,B
법무사,민사집행법,E,E,E
법무사,민사집행법,B,C,C
법무사,민사집행법,E,E,E
법무사,민사집행법,E,D,D
법무사,민사집행법,C,C,C
공인노무사,노동법2,E,E,E
공인노무사,노동법2,D,D,D
공인노무사,노동법2,C,E,E
공인노무사,노동법2,B,B,B
공인노무사,노동법2,E,E,E
공인노무사,노동법2,D,D,D
공인노무사,노동법2,A,E,E
공인노무사,노동법2,B,B,B
세무사,민법,B,A,A
세무사,민법,B,B,B
세무사,민법,D,D,D
세무사,민법,C,C,C
세무사,민법,E,E,E
세무사,민법,D,B,B
세무사,민법,D,D,D
세무사,민법,E,D,D
변호사,공법,C,D,D
변호사,공법,D,A,A
변호사,공법,D,D,D
변호사,공법,A,A,A
변호사,공법,C,C,C
변호사,공법,A,A,A
변호사,공법,A,A,A
변호사,공법,C,C,C
공인회계사,회계학,A,A,A
공인회계사,회계학,B,B,B
공인회계사,회계학,D,D,D
공인회계사,회계학,D,D,D
공인회계사,회계학,C,C,C
공인회계사,회계학,E,E,E
공인회계사,회계학,C,C,C
공인회계사,회계학,E,E,E
치과의사,보건의약관계법규,A,A,A
치과의사,보건의약관계법규,B,E,E
치과의사,보건의약관계법규,B,B,B
치과의사,보건의약관계법규,E,E,E
치과의사,보건의약관계법규,B,E,E
치과의사,보건의약관계법규,C,C,C
치과의사,보건의약관계법규,E,E,E
치과의사,보건의약관계법규,D,D,D
세무사,상법,E,E,E
세무사,상법,C,C,C
세무사,상법,A,D,D
세무사,상법,B,B,B
세무사,상법,E,E,E
세무사,상법,D,D,D
세무사,상법,C,C,C
세무사,상법,A,A,A
공인노무사,노동법2,E,E,E
공인노무사,노동법2,D,D,D
공인노무사,노동법2,E,E,E
공인노무사,노동법2,C,E,E
공인노무사,노동법2,D,D,D
공인노무사,노동법2,B,B,B
공인노무사,노동법2,E,E,E
공인노무사,노동법2,C,C,C
변호사,공법,B,B,B
변호사,공법,E,E,E
변호사,공법,C,E,E
변호사,공법,E,E,E
변호사,공법,B,B,B
변호사,공법,B,B,B
변호사,공법,D,D,D
변호사,공법,C,C,C
변호사,공법,B,B,B
변호사,공법,E,E,E
변호사,공법,A,A,A
변호사,공법,D,D,D
한의사,내과학1,C,C,C
한의사,내과학1,D,D,D
한의사,내과학1,C,C,C
한의사,내과학1,D,D,D
치과의사,보건의약관계법규,D,D,D
치과의사,보건의약관계법규,A,A,A
치과의사,보건의약관계법규,E,E,E
치과의사,보건의약관계법규,D,D,D
치과의사,보건의약관계법규,A,A,A
치과의사,보건의약관계법규,E,E,E
치과의사,보건의약관계법규,C,C,C
치과의사,보건의약관계법규,A,A,A
공인노무사,노동법2,B,B,B
공인노무사,노동법2,E,C,C
공인노무사,노동법2,A,A,A
공인노무사,노동법2,C,B,B
공인노무사,노동법2,B,B,B
공인노무사,노동법2,B,B,B
공인노무사,노동법2,A,A,A
공인노무사,노동법2,D,B,B
한약사,보건의약관계법규,C,C,C
한약사,보건의약관계법규,B,B,B
한약사,보건의약관계법규,A,A,A
한약사,보건의약관계법규,E,E,E
한약사,보건의약관계법규,B,B,B
한약사,보건의약관계법규,C,C,C
한약사,보건의약관계법규,B,B,B
한약사,보건의약관계법규,D,D,D
한의사,내과학1,B,B,B
한의사,내과학1,D,D,D
한의사,내과학1,C,C,C
한의사,내과학1,A,A,A
한의사,내과학1,D,D,D
한의사,내과학1,B,B,B
한의사,내과학1,A,A,A
한의사,내과학1,B,B,B
법무사,민사집행법,B,B,B
법무사,민사집행법,D,D,D
법무사,민사집행법,C,E,E
법무사,민사집행법,E,A,A
법무사,민사집행법,B,A,A
법무사,민사집행법,E,A,A
법무사,민사집행법,C,C,C
법무사,민사집행법,E,D,D
세무사,상법,D,D,D
세무사,상법,A,A,A
세무사,상법,C,C,C
세무사,상법,B,B,B
세무사,상법,E,E,E
세무사,상법,A,A,A
세무사,상법,E,E,E
세무사,상법,B,B,B
약사,산업약학,D,D,D
약사,산업약학,C,C,C
약사,산업약학,A,A,A
약사,산업약학,D,D,D
약사,산업약학,D,D,D
약사,산업약학,E,E,E
약사,산업약학,E,E,E
약사,산업약학,A,A,A
공인회계사,회계학,C,C,C
공인회계사,회계학,B,B,B
공인회계사,회계학,E,E,E
공인회계사,회계학,D,B,B
공인회계사,회계학,B,B,B
공인회계사,회계학,C,C,C
공인회계사,회계학,D,D,D
공인회계사,회계학,B,B,B
한의사,내과학1,B,B,B
한의사,내과학1,C,C,C
한의사,내과학1,D,D,D
한의사,내과학1,D,D,D
한의사,내과학1,E,E,E
한의사,내과학1,D,D,D
한의사,내과학1,C,C,C
한의사,내과학1,E,E,E
한약사,보건의약관계법규,A,D,D
한약사,보건의약관계법규,C,C,C
한약사,보건의약관계법규,D,D,D
한약사,보건의약관계법규,C,C,C
한약사,보건의약관계법규,A,A,A
한약사,보건의약관계법규,E,E,E
한약사,보건의약관계법규,D,D,D
한약사,보건의약관계법규,B,B,B
약사,산업약학,E,E,E
약사,산업약학,B,B,B
약사,산업약학,E,E,E
약사,산업약학,D,D,D
약사,산업약학,A,A,A
약사,산업약학,E,E,E
약사,산업약학,D,D,D
약사,산업약학,A,A,A
공인회계사,회계학,C,C,C
공인회계사,회계학,E,E,E
공인회계사,회계학,B,B,B
공인회계사,회계학,D,D,D
공인회계사,회계학,B,B,B
공인회계사,회계학,A,A,A
공인회계사,회계학,C,C,C
공인회계사,회계학,A,A,A
한의사,내과학1,E,E,E
한의사,내과학1,E,E,E
한의사,내과학1,A,A,A
한의사,내과학1,B,B,B
한의사,내과학1,D,D,D
한의사,내과학1,E,E,E
한의사,내과학1,D,D,D
한의사,내과학1,B,B,B
치과의사,보건의약관계법규,C,B,B
치과의사,보건의약관계법규,A,A,A
치과의사,보건의약관계법규,E,C,C
치과의사,보건의약관계법규,B,B,B
의사,보건의약관계법규,A,A,A
의사,보건의약관계법규,C,C,C
의사,보건의약관계법규,B,B,B
의사,보건의약관계법규,E,E,E
한약사,보건의약관계법규,B,B,B
한약사,보건의약관계법규,C,C,C
한약사,보건의약관계법규,A,A,A
한약사,보건의약관계법규,E,E,E
한약사,보건의약관계법규,E,E,E
한약사,한약학 응용,D,D,D
한약사,한약학 응용,C,C,C
한약사,한약학 응용,C,C,C
약사,산업약학,E,E,E
약사,산업약학,E,E,E
약사,산업약학,B,B,B
약사,산업약학,A,A,A
약사,산업약학,A,A,A
약사,임상실무약학,D,D,D
약사,임상실무약학,E,E,E
약사,임상실무약학,E,E,E
공인회계사,회계학,D,D,D
공인회계사,회계학,D,D,D
공인회계사,회계학,E,E,E
공인회계사,회계학,A,A,A
공인회계사,회계학,C,C,C
공인회계사,회계학,E,E,E
공인회계사,회계학,D,D,D
공인회계사,회계학,B,E,E
의사,보건의약관계법규,C,D,D
한약사,한약학 응용,D,D,D
한약사,한약학 응용,A,A,A
한약사,한약학 응용,E,E,E
한약사,한약학 응용,E,E,E
한약사,한약학 응용,A,A,A
한약사,한약학 응용,C,C,C
한약사,한약학 응용,A,A,A
한약사,한약학 응용,D,D,D
한의사,내과학1,D,D,D
한의사,내과학1,B,C,C
한의사,내과학1,E,E,E
한의사,내과학1,D,D,D
한의사,내과학1,B,A,A
한의사,내과학1,C,E,E
한의사,내과학1,B,B,B
한의사,내과학1,C,C,C
약사,임상실무약학,D,D,D
약사,임상실무약학,E,E,E
약사,임상실무약학,E,E,E
약사,임상실무약학,D,D,D
약사,임상실무약학,B,B,B
약사,임상실무약학,D,D,D
약사,임상실무약학,A,A,A
약사,임상실무약학,C,C,C
공인노무사,노동법2,B,A,A
공인노무사,노동법2,E,B,B
공인노무사,노동법2,A,D,D
공인노무사,민법,D,C,C
공인노무사,민법,B,B,B
공인노무사,민법,A,A,A
공인노무사,민법,A,A,A
공인노무사,민법,B,B,B
한약사,한약학 응용,D,D,D
한약사,한약학 응용,A,A,A
한약사,한약학 응용,D,D,D
한약사,한약학 응용,E,E,E
한약사,한약학 응용,A,A,A
한약사,한약학 응용,B,B,B
한약사,한약학 응용,A,A,A
한약사,한약학 응용,D,D,D
한약사,한약학 응용,C,C,C
약사,임상실무약학,A,A,A
공인회계사,회계학,E,E,E
공인회계사,회계학,A,A,A
공인회계사,회계학,A,B,B
공인회계사,회계학,C,C,C
공인회계사,회계학,E,E,E
공인회계사,회계학,D,D,D
공인회계사,회계학,A,A,A
공인회계사,회계학,B,B,B
한의사,내과학1,B,B,B
한의사,내과학1,B,B,B
한의사,내과학1,C,C,C
한의사,내과학1,A,A,A
한의사,내과학1,B,B,B
한의사,내과학1,A,A,A
한의사,내과학1,A,A,A
한의사,내과학1,D,D,D
공인회계사,회계학,E,E,E
공인회계사,회계학,C,C,C
공인회계사,회계학,B,B,B
공인회계사,회계학,A,A,A
공인회계사,회계학,B,B,B
공인회계사,회계학,A,A,A
공인회계사,회계학,D,D,D
공인회계사,회계학,E,E,E
한의사,내과학1,E,C,C
한의사,내과학1,E,E,E
한의사,내과학1,E,E,E
한의사,내과학1,A,A,A
한의사,내과학1,A,A,A
한의사,내과학1,D,D,D
한의사,내과학1,D,D,D
한의사,내과학1,D,D,D
한의사,내과학1,C,C,C
한의사,내과학1,C,C,C
한의사,내과학1,D,D,D
한의사,내과학1,E,E,E
한의사,내과학1,A,A,A
한의사,내과학1,C,C,C
한의사,내과학1,E,E,E
한의사,내과학1,D,D,D
공인노무사,민법,B,D,D
공인노무사,민법,A,A,A
공인노무사,민법,A,A,A
공인노무사,민법,D,D,D
공인노무사,민법,D,D,D
공인노무사,민법,B,B,B
공인노무사,민법,D,D,D
공인노무사,민법,E,B,B
한의사,내과학1,A,A,A
한의사,내과학1,C,C,C
한의사,내과학1,D,D,D
한의사,내과학1,E,E,E
한의사,내과학1,D,D,D
한의사,내과학1,B,B,B
한의사,내과학1,B,B,B
한의사,내과학1,E,E,E
법무사,민사집행법,D,D,D
법무사,민사집행법,D,D,D
법무사,부동산등기법,B,C,C
법무사,부동산등기법,C,D,D
법무사,부동산등기법,C,D,D
법무사,부동산등기법,D,D,D
법무사,부동산등기법,D,B,B
법무사,부동산등기법,B,B,B
공인회계사,회계학,D,D,D
공인회계사,회계학,C,C,C
관세사,관세법개론,B,B,B
관세사,관세법개론,D,D,D
관세사,관세법개론,A,A,A
관세사,관세법개론,B,E,E
관세사,관세법개론,E,E,E
관세사,관세법개론,B,B,B
한의사,내과학1,E,E,E
한의사,내과학1,C,C,C
한의사,내과학2,B,C,C
한의사,내과학2,C,C,C
한의사,내과학2,C,C,C
한의사,내과학2,A,A,A
한의사,내과학2,E,E,E
한의사,내과학2,D,D,D
공인노무사,민법,E,E,E
공인노무사,민법,B,D,D
공인노무사,민법,D,D,D
공인노무사,민법,E,E,E
공인노무사,민법,A,A,A
공인노무사,민법,E,E,E
공인노무사,민법,C,D,D
공인노무사,민법,E,B,B
세무사,상법,D,D,D
세무사,상법,C,A,A
세무사,상법,C,E,E
세무사,상법,B,B,B
세무사,상법,E,E,E
세무사,상법,D,D,D
세무사,상법,D,D,D
세무사,상법,B,B,B
관세사,관세법개론,C,C,C
관세사,관세법개론,A,A,A
관세사,관세법개론,E,E,E
관세사,관세법개론,B,B,B
관세사,관세법개론,D,D,D
관세사,관세법개론,A,A,A
관세사,관세법개론,C,C,C
관세사,관세법개론,E,E,E
한의사,내과학2,D,D,D
한의사,내과학2,A,A,A
한의사,내과학2,B,B,B
한의사,내과학2,C,C,C
한의사,내과학2,E,E,E
한의사,내과학2,A,A,A
한의사,내과학2,E,E,E
한의사,내과학2,D,D,D
관세사,관세법개론,D,D,D
관세사,관세법개론,A,D,D
관세사,관세법개론,D,D,D
관세사,관세법개론,E,E,E
관세사,관세법개론,C,B,B
관세사,관세법개론,A,C,C
관세사,관세법개론,B,B,B
관세사,관세법개론,E,E,E
한의사,내과학2,A,A,A
한의사,내과학2,E,E,E
한의사,내과학2,D,B,B
한의사,내과학2,A,A,A
한의사,내과학2,C,E,E
한의사,내과학2,C,D,D
한의사,내과학2,B,E,E
한의사,내과학2,E,E,E
법무사,부동산등기법,C,C,C
법무사,부동산등기법,E,C,C
법무사,부동산등기법,D,C,C
법무사,부동산등기법,D,D,D
법무사,부동산등기법,D,E,E
법무사,부동산등기법,C,D,D
법무사,부동산등기법,B,C,C
법무사,부동산등기법,B,D,D
관세사,관세법개론,D,D,D
관세사,관세법개론,A,E,E
관세사,관세법개론,A,A,A
관세사,관세법개론,D,D,D
관세사,관세법개론,E,A,A
관세사,관세법개론,B,E,E
관세사,관세법개론,D,D,D
관세사,관세법개론,C,C,C
세무사,상법,A,A,A
세무사,상법,B,B,B
세무사,상법,D,E,E
세무사,상법,E,E,E
세무사,상법,C,A,A
세무사,상법,A,A,A
세무사,상법,B,B,B
세무사,상법,E,E,E
관세사,관세법개론,E,E,E
관세사,관세법개론,E,E,E
관세사,관세법개론,D,E,E
관세사,관세법개론,C,E,E
관세사,관세법개론,D,D,D
관세사,관세법개론,E,C,C
관세사,관세법개론,B,B,B
관세사,관세법개론,C,C,C
한의사,내과학2,E,B,B
법무사,부동산등기법,D,D,D
법무사,부동산등기법,D,A,A
법무사,부동산등기법,C,C,C
법무사,부동산등기법,D,D,D
법무사,부동산등기법,C,C,C
법무사,부동산등기법,A,A,A
법무사,부동산등기법,D,D,D
법무사,부동산등기법,E,B,B
세무사,상법,D,D,D
세무사,상법,B,B,B
세무사,상법,C,C,C
세무사,상법,E,A,A
세무사,상법,A,A,A
세무사,상법,B,B,B
세무사,상법,D,D,D
세무사,행정소송법,A,A,A
관세사,관세법개론,C,C,C
관세사,관세법개론,B,E,E
관세사,무역영어,B,B,B
관세사,무역영어,C,C,C
관세사,무역영어,D,D,D
관세사,무역영어,C,C,C
관세사,무역영어,A,A,A
관세사,무역영어,C,C,C
손해사정사,보험계약법,C,D,D
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,B,B,B
손해사정사,보험계약법,C,A,A
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,C,C,C
관세사,무역영어,A,A,A
관세사,무역영어,E,E,E
관세사,무역영어,B,B,B
관세사,무역영어,B,B,B
관세사,무역영어,A,A,A
관세사,무역영어,A,A,A
관세사,무역영어,C,C,C
관세사,무역영어,D,A,A
공인노무사,민법,C,C,C
공인노무사,민법,C,C,C
공인노무사,민법,B,E,E
공인노무사,민법,E,E,E
공인노무사,민법,B,B,B
공인노무사,민법,B,B,B
공인노무사,민법,E,E,E
공인노무사,민법,D,D,D
세무사,행정소송법,D,D,D
세무사,행정소송법,B,E,E
세무사,행정소송법,C,C,C
세무사,행정소송법,D,D,D
세무사,행정소송법,C,C,C
세무사,행정소송법,E,E,E
세무사,행정소송법,E,C,C
세무사,행정소송법,B,B,B
관세사,무역영어,D,C,C
관세사,무역영어,A,A,A
관세사,무역영어,E,E,E
관세사,무역영어,C,C,C
관세사,무역영어,E,D,D
관세사,무역영어,E,E,E
관세사,무역영어,C,C,C
관세사,무역영어,A,A,A
관세사,무역영어,E,E,E
손해사정사,보험계약법,A,D,D
손해사정사,보험계약법,C,B,B
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,D,B,B
손해사정사,보험계약법,B,B,B
손해사정사,보험계약법,A,D,D
손해사정사,보험계약법,D,A,A
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,A,D,D
손해사정사,보험계약법,D,C,C
손해사정사,보험계약법,D,B,B
손해사정사,보험계약법,B,B,B
손해사정사,보험계약법,C,C,C
손해사정사,보험계약법,D,D,D
손해사정사,보험계약법,B,D,D
세무사,행정소송법,E,E,E
세무사,행정소송법,B,B,B
세무사,행정소송법,A,A,A
세무사,행정소송법,D,D,D
세무사,행정소송법,C,D,D
세무사,행정소송법,D,D,D
