qid,category,subcategory,level,answer,pred,response
615,Semantics,Word Relationships,3,E,F,"이 문제에서 “손가락:손”은 부분-전체(전체 속에 포함된 신체 부위) 관계를 나타냅니다. 대부분의 선택지(A, B, C, D, E, G, H, I, J)에서도 괄호 속 단어들이 서로 부분-전체 혹은 상하위 개념의 신체·개념적 포함 관계를 이루고 있습니다. 그러나 F의 “메스”와 “칼”은 부분-전체 관계가 아니라 유사한 도구를 가리키는 동의적·유의어 관계로, 다른 항목들과 의미관계의 유형이 다릅니다.

### ANSWER
F"
616,Semantics,Ambiguity,3,F,F,"시장에서 물건을 사는 것은 '장을 보다'로 자연스럽지만, 연필을 세는 단위는 '자루'이지 '장'이 아니므로 두 번째 문장에는 어울리지 않습니다.

### ANSWER
F"
450,Syntax,Argument Structure & Valency,2,I,I,"""덧나다""는 주어 하나만 필요로 하는 한 자리 서술어입니다(""위염이 덧나다""). I의 ""불타올랐다"" 역시 ""집념이 불타올랐다""처럼 주어만 요구하는 한 자리 서술어이므로 자릿수가 일치합니다. 나머지 선택지들은 대부분 주어와 목적어(또는 부사어)를 요구하는 두 자리 이상의 서술어입니다.

### ANSWER
I"
451,Syntax,Argument Structure & Valency,3,G,G,"<보기>의 '승인하다'는 주어와 목적어만을 필수 성분으로 요구하는 두 자리 서술어입니다. G의 '축이다'도 '(누가) 목을 축이다'라는 형태로 주어와 목적어만 필수로 요구하며, '장대비로'는 부가적인 부사어일 뿐 필수 성분이 아닙니다. 따라서 자릿수가 같습니다.

### ANSWER
G"
452,Pragmatics,Implicature,3,E,E,"갑의 대답 ""비행기 태워도 소용 없어""는 을이 갑을 칭찬(아부)하는 말을 했음을 암시합니다. ""네가 꽃인데 굳이 꽃구경을 가야겠어?""는 갑을 꽃에 비유해 칭찬하는 표현으로, 이에 대해 갑이 아부에 넘어가지 않겠다는 반응을 보이는 것이 자연스럽게 연결됩니다.

### ANSWER
E"
453,Syntax,Argument Structure & Valency,1,F,F,"본보기의 서술어 ‘버려지다’는 암묵적 주어와 부사어(~에게)를 필수로 요구하는 두 자리 서술어(피동사)입니다. 이와 같은 구조로 피동의 의미를 가지며 '주어+~에게'라는 필수 성분을 요구하는 서술어는 “쏘이다”입니다. 따라서 F의 “그가 일개미에게 쏘였다”가 <보기>와 동일한 자릿수 구조를 가집니다.

### ANSWER
F"
617,Phonetics/Phonology,Phonological Alternation,3,F,F,"<보기>의 예시들은 모두 ‘ㄴ’ 첨가 현상(합성어에서 뒤 음절이 이/야/여/요/유로 시작할 때 'ㄴ'이 첨가되는 현상)을 보여줍니다. '뱃길'은 사이시옷에 의한 경음화 현상([배낄])이지 'ㄴ' 첨가가 아닙니다. 나머지 예시들은 모두 뒤 음절이 이/여/유로 시작하여 'ㄴ'이 첨가되는 동일한 현상을 보입니다.

### ANSWER
F"
618,Semantics,Word Relationships,2,G,G,"각 항목은 관용구 전체의 의미를 설명해야 하는데, G의 경우 ""가슴에 못을 박다""는 '마음에 큰 상처를 주다'라는 뜻이지 단순히 못의 재료를 뜻하는 '나사'와는 무관합니다. 이는 관용적 의미가 아니라 단어의 문자적 유사어를 제시한 것이므로 옳지 않은 해석입니다.

### ANSWER
G"
619,Syntax,Embedded Clauses,2,B,B,"‘비가 온다’에서 서술어 '오다'는 주어만 필요로 하는 1자리 서술어입니다. 다른 문장들의 안긴 문장 속 서술어(부르다, 하다, 되다, 통과하다, 속삭이다, 제출하다, 가져오다, 아니다)는 모두 주어 외에 목적어나 보어를 필요로 하는 2자리 이상의 서술어입니다.

### ANSWER
B"
620,Syntax,Embedded Clauses,1,C,C,"C의 ""내 친구가 소개해줬다고""는 인용의 격조사 '-고'가 붙은 간접 인용절로, ""말했다""에 안긴 인용절 문장입니다. 나머지는 대부분 관형절을 명사절, 부사절 등으로 잘못 분류하고 있습니다.

### ANSWER
C"
235,Phonetics/Phonology,Phonological Alternation,3,C,C,"한국어에서 '유음화'는 ㄴ과 ㄹ이 만날 때 ㄴ이 ㄹ로 바뀌는 현상입니다. 대부분의 예(칼날, 권력, 신라, 대관령, 물놀이, 난로, 달님, 실눈, 줄넘기)에서는 이 규칙이 적용되어 [칼랄], [궐력], [실라] 등으로 발음됩니다. 그러나 '공권력'은 예외적으로 형태소 경계 때문에 유음화가 아니라 비음화가 적용되어 [공꿘녁]으로 발음됩니다.

### ANSWER
C"
236,Phonetics/Phonology,Phonological Alternation,2,A,G,"한국어의 유음화는 'ㄴ'과 'ㄹ'이 만날 때 'ㄴ'이 'ㄹ'로 바뀌는 현상입니다. '대관령'은 '관'(ㄴ)과 '령'(ㄹ)이 만나 [대괄령]으로 발음되며, 이는 전형적인 유음화의 예입니다. 반면 '결단력', '생산량', '이원론' 등은 ㄴ+ㄹ 구조지만 예외적으로 비음화(ㄴㄴ)가 일어납니다.

### ANSWER
G"
237,Pragmatics,Implicature,3,B,J,"대화에서 을이 갑의 제안을 거절하고 약속 내용을 자세히 말하지 않는 태도는 나타나지만, 이것이 을이 '평소' 타인과 모임을 잘 갖지 않는다는 일반적 성향까지 보여주는 것은 아니다. 이는 대화 내용을 넘어선 과도한 추론이므로 적절하지 않다.

### ANSWER
J"
238,Syntax,Ellipsis,2,B,B,"B에서 ""개인적[인]""은 뒤에 오는 명사를 수식해야 하는데, 그 사이에 ""올해""라는 시간 명사가 끼어들어 ""개인적인 올해 사정""이라는 어색한 구조가 됩니다. 이는 조사 '인'이 자연스럽게 연결되지 않는 경우로, 나머지 문장들은 각 조사가 문맥상 자연스럽게 어울립니다.

### ANSWER
B"
454,Syntax,Argument Structure & Valency,2,H,H,"<보기>의 '흘려보내다'는 '주어가 목적어를 흘려보내다'의 두 자리 서술어(주어+목적어)입니다. 이와 같이 타동사로서 '주어가 목적어를 ~하다' 구조를 갖는 것은 H의 '탐구하다'(소아 비만을 탐구하다)입니다. 다른 보기들은 필수 부사어를 요구하거나 주어만 필요한 한 자리 서술어인 경우가 많습니다.

### ANSWER
H"
455,Syntax,Argument Structure & Valency,3,J,J,"‘건지다’는 “(덕분에) 목숨을 건졌다”에서 주어(목숨이 아니라 화자)와 목적어(목숨을)를 필수 성분으로 요구하는 두 자리 서술어이다(‘덕분에’는 필수 부사어가 아닌 부가어). 이와 마찬가지로 ‘함께하다’는 주어와 필수 부사어(‘~와’)를 요구하는 두 자리 서술어이므로 자릿수가 같다. 반면 나머지 문장들의 서술어는 한 자리(쉬다, 닫히다, 예쁘다, 맵다, 뛰다) 또는 세 자리(가르치다, 보내다, 발사하다) 서술어이다.

### ANSWER
J"
456,Syntax,Argument Structure & Valency,1,I,I,"<보기>의 서술어 '맵다'는 주어만 필수로 요구하는 한 자리 서술어입니다(‘생각보다’는 부가적 부사어). 이와 같이 주어 하나만 필수 성분으로 요구하는 서술어는 I의 '과잉되다'입니다.

### ANSWER
I"
457,Syntax,Argument Structure & Valency,1,A,A,"<보기>의 '걷히다'는 주어만을 필수 성분으로 요구하는 한 자리 서술어(자동사)이다. A의 '헝클어지다' 역시 주어만을 필요로 하는 한 자리 서술어로 자릿수가 일치한다. 반면 F의 '들이닥치다'는 '~에'라는 필수적 부사어(장소)를 요구하는 두 자리 서술어이므로 자릿수가 다르다.

### ANSWER
A"
116,Pragmatics,Deixis & Reference,3,D,,[EMPTY_RESPONSE]
117,Phonetics/Phonology,Phonological Alternation,3,A,A,"한국어에서 'ㄴ'과 'ㄹ'이 만나면 일반적으로 유음화(ㄴ→ㄹ)가 일어나지만, 한자어 결합에서는 예외적으로 비음화(ㄹ→ㄴ)가 일어나는 경우가 있습니다. '생산량'은 [생산냥]으로 발음되어 'ㄹ'이 비음 'ㅁ,ㅇ,ㄴ' 뒤에서 비강 공명을 얻어 'ㄴ'으로 바뀌는 비음화 현상의 대표적 예입니다. 반면 '신라'(E)는 [실라]로 발음되어 유음화의 예이므로 구분됩니다.

### ANSWER
A"
118,Phonetics/Phonology,Phonological Constraints,3,G,G,"<보기>는 한자어에서 어두의 'ㄹ'이나 'ㄴ'이 두음법칙에 따라 변하는 현상을 말합니다. 각 단어의 원래 한자음을 살펴보면, 육군(陸軍: 륙→육), 양심(良心: 량→양), 역사(歷史: 력→역), 약탈(掠奪: 략→약), 여자(女子: 녀→여), 연민(憐憫: 련→연), 노인(老人: 로→노), 유대(紐帶: 뉴→유), 예의(禮儀: 례→예)는 모두 어두의 'ㄹ'이나 'ㄴ'이 두음법칙에 의해 변형된 것입니다. 반면 '연지'는 한자 '臙脂'로, 애초에 어두 한자음이 'ㄹ'이나 'ㄴ'으로 시작하지 않으므로 두음법칙이 적용될 조건 자체가 없습니다.

### ANSWER
G"
119,Pragmatics,Social Relationship Marking,2,I,I,"대부분의 대화는 부모-자녀, 형제 등 가족 구성원 간의 대화입니다. I의 경우 갑과 을은 저녁 약속을 잡는 친구 사이의 대화로, 을이 언급하는 '언니'는 을의 가족일 뿐 갑과 을 사이의 관계는 가족이 아닌 친구 관계입니다.

### ANSWER
I"
239,Syntax,Agreement,3,F,F,"'모름지기'는 '마땅히', '당연히'라는 의미로 의무나 당위를 나타내는 표현과 함께 쓰여야 합니다. 그런데 F에서는 ""제대로 된 식사를 한다""라는 단순한 사실 서술과 결합되어 있어 호응이 맞지 않습니다. 따라서 이 오류 설명이 가장 정확합니다.

### ANSWER
F"
240,Syntax,Argument Structure & Valency,3,I,I,"삶다는 항상 '~을 삶다'의 형태로 대상이 필요한 두 자리 서술어로 쓰이며, 맥락에 따라 한 자리 또는 세 자리로 자릿수가 변하지 않는다. 반면 나머지 단어들은 문맥에 따라 자동사/타동사적 용법이 달라지며 논항의 수가 변할 수 있다.

### ANSWER
I"
241,Syntax,Agreement,3,C,F,"「나」는 화자 자신을 가리키는 1인칭 대명사이며, 「내가」의 「내」(ㅅ) 역시 같은 화자를 가리키는 표현이다. 다른 항목들은 부모님, 기린, 여기 등 다른 대상을 지칭한다.

### ANSWER
F"
242,Syntax,Argument Structure & Valency,2,B,B,"한국어에서 '앉다'는 자동사로 위치를 나타낼 때 '~에 앉다'의 논항구조를 가지며, '~를 앉다'처럼 목적격 조사를 취할 수 없습니다. B의 두 번째 빈칸은 ""집에서 의자를 앉았다""가 되어 논항 구조상 부적절하므로, '의자를'이 두 빈칸에 모두 들어가기에는 맞지 않습니다.

### ANSWER
B"
621,Semantics,Numeral Classifiers,1,E,E,"쇠고기는 무게(근, 킬로그램 등)로 세는 것이 일반적이며, '말'은 곡물이나 액체의 부피를 세는 단위이므로 고기와 결합하는 것은 자연스럽지 않습니다.

### ANSWER
E"
622,Semantics,Numeral Classifiers,1,G,G,"문제집(책)은 낱개 단위로 셀 때 ""권""이라는 분류사를 사용합니다. 따라서 재고가 얼마나 남았는지에 대한 답변으로 ""한 권 남았어요""가 가장 적절합니다.

### ANSWER
G"
623,Semantics,Semantic Compatibility,1,D,D,"D의 ""이해관계를 인상하다""에서 '인상하다'는 가격이나 요금 등을 올릴 때 사용하는 서술어인데, 논항인 '이해관계'는 가격과 무관한 추상적 개념이므로 의미적으로 호응하지 않는다.

### ANSWER
D"
624,Syntax,Embedded Clauses,3,H,H,"H의 경우 ""오늘 놓아 버린""과 ""이제 어두운""은 모두 ""우리의 관계""라는 동일한 명사를 직접, 병렬적으로 꾸미는 관형절일 뿐이며, 한 안긴 문장 속 특정 문장성분(예: 주어, 목적어 등)을 다른 안긴 문장이 안에서 다시 꾸미는 '이중 안김' 구조가 아니다. 반면 A, B, C, D, E, F, G, I, J는 모두 하나의 안긴 문장 내부의 특정 성분(주어·목적어·명사 등)을 또 다른 관형절이 수식하는 구조를 보인다. 따라서 H는 ""안긴 문장의 문장성분을 꾸미는 안긴 문장""의 예로 제시하기에 적절하지 않다.

### ANSWER
H"
458,Syntax,Embedded Clauses,2,I,I,"관형어 역할을 하는 안긴 문장은 명사를 수식하는 관계절 형태입니다. I의 ""농도가 높은""은 ""식염수""를 꾸며주는 관형사절로, 안긴 문장이 관형어 기능을 하고 있습니다.

### ANSWER
I"
459,Syntax,Embedded Clauses,3,E,E,"한 문장이 다른 문장 속에 안길 때, 그 서술어가 필요로 하는 문장성분의 개수(자릿수)를 봐야 한다. E의 안긴문장 ""천왕성이 누워서 돈다""에서 핵심 서술어인 '돌다'는 주어만을 필요로 하는 한 자리 서술어이다. 다른 선택지들의 안긴문장 서술어(먹이다, 위하다, 하다, 막다, 만나다, 감당하다, 내다 등)는 대부분 주어와 목적어(혹은 부사어)를 필요로 하는 두 자리 이상 서술어이다.

### ANSWER
E"
460,Syntax,Embedded Clauses,3,C,C,"주어진 문장들의 안긴 문장(관형절 등) 속 서술어를 보면, 대부분 2개(주어+목적어/부사어) 이상의 필수 성분을 요구하는 서술어(예: 싸지르다, 결합되다, 놀아나다, 파악하다, 굽다, 나르다, 눕다 등)입니다. 그러나 C의 “수심이 낮은”에서 서술어 ‘낮다’는 주어 하나만 필요로 하는 한 자리 서술어입니다.

### ANSWER
C"
461,Syntax,Embedded Clauses,3,C,G,"한 문장씩 안긴 문장의 서술어 자릿수를 보면, 나머지는 대부분 두 자리 서술어(주어+목적어/부사어)를 요구합니다. 그러나 G의 안긴 문장 “우리가 합의하지 않은”에서 서술어 ‘합의하다’는 주어 하나만으로 문장이 성립하는 한 자리 서술어입니다(‘~와 합의하다’는 필수 부사어가 아님).

### ANSWER
G"
120,Phonetics/Phonology,Phonological Constraints,3,G,G,"한국어 종성 제약(평폐쇄음화)은 음절 말에서 7개 자음(ㄱ,ㄴ,ㄷ,ㄹ,ㅁ,ㅂ,ㅇ)으로만 실현되도록 하는 규칙입니다. 다른 예시들은 모두 이 중화 규칙이 적용되어 발음됩니다(예: 옷장[옫짱], 부엌[부억] 등). 그러나 '낳다'는 어간 받침 'ㅎ'이 뒤따르는 자음과 결합하여 축약(유기음화)되어 [나타]로 발음되는 것으로, 종성 중화 제약이 아닌 음운 축약 규칙이 적용되는 예입니다.

### ANSWER
G"
121,Pragmatics,Deixis & Reference,3,F,D,"대화의 흐름을 보면, 갑이 ""저쪽에 저게 더 낫다""라고 하며 새로운 옷(C)을 가리킨 후, 을이 ""그거[3]랑 이거[1]랑 어디가 같아?""라고 반응하는데, 이때 '그거[3]'는 바로 앞서 갑이 지시한 '저게'(옷 C)를 을의 관점에서 다시 지칭한 것이다. 따라서 '저게'와 '그거[3]'는 동일한 대상을 가리킨다.

### ANSWER
D"
122,Pragmatics,Deixis & Reference,3,E,,[EMPTY_RESPONSE]
123,Pragmatics,Deixis & Reference,3,H,H,"쟤(공동 주연)는 을이 언급한 '저쪽'(범인 역)과 동일 인물이며, 갑이 이어서 말한 '저 사람[2]'도 이 인물을 가리킵니다. 따라서 '본인'은 저 사람[2], 즉 쟤를 가리키므로 두 표현은 같은 대상을 지칭합니다.

### ANSWER
H"
462,Syntax,Embedded Clauses,3,E,E,"관계절을 복원할 때 각 항목의 서술어와 결합 관계를 살펴보면, E의 경우 ""내가 갈 수 있는 호텔""은 원래 ""내가 호텔에 갈 수 있다""로 복원되며, 이때 '호텔에'는 이동 동사 '가다'의 필수적 부사어(장소)로 기능한다. 다른 선택지들은 대부분 주어나 목적어로 복원되는 반면, E만이 부사어 기능을 명확히 보여준다.

### ANSWER
E"
463,Pragmatics,Discourse Principles,2,A,A,"A는 여러 선택지를 나열하며 결정을 미루는 장황하고 불명확한 발화로, 무관심하거나 결정을 회피하는 화자의 태도를 드러냅니다. 다른 선택지들은 명확한 의견이나 상황을 제시하고 있어 이 조건에 부합하지 않습니다.

### ANSWER
A"
464,Syntax,Embedded Clauses,2,J,J,"J의 ""아까 녹인""은 관형사형 어미 '-인'을 통해 뒤의 체언 '밥'을 수식하는 관형어 역할을 하는 안긴 문장이다. 나머지는 서술어, 목적어, 주어 등의 역할을 한다.

### ANSWER
J"
465,Pragmatics,Discourse Principles,2,G,F,"F는 자신의 나이를 밝히지 않고 오히려 상대방에게 계산을 요구하는 반문 형태로, 질문에 대한 구체적인 정보를 전혀 제공하지 않습니다. 다른 선택지들은 간접적이라도 나이를 추론할 수 있는 정보(학년, 띠, 절기 음식, 성인 여부 등)를 담고 있습니다.

### ANSWER
F"
243,Syntax,Argument Structure & Valency,3,J,J,"논항 구조 상 '의자를'은 ""의자를 사다""라는 목적어-서술어 관계에만 자연스럽게 결합됩니다. ""의자를 앉다""는 '앉다'가 자동사로서 목적격 조사 '를'을 필요로 하지 않고(보통 '~에 앉다'), ""의자를 먹다""는 의미상 성립하지 않습니다. 따라서 '의자를'은 세 빈칸 중 오직 첫 번째 빈칸에만 들어갈 수 있습니다. 다른 선택지들은 동일한 격조사를 가진 명사가 두 개 이상의 빈칸에 문법적으로 성립 가능하여 조건에 맞지 않습니다.

### ANSWER
J"
244,Syntax,Embedded Clauses,1,H,H,"한 접속절의 위치를 올바르게 표시하면서, 괄호 안의 절 ""고단한 삶에 고뇌하는""이 수식하는 <고라니 주인>은 '고뇌하다'라는 자동사의 목적어가 아니라 주어 역할을 하므로 이 조건에 부합합니다. 다른 선택지들은 안긴 문장의 위치 표시가 부정확하거나(예: 일부만 표시) 대상어가 실제로 목적어인 경우입니다.

### ANSWER
H"
245,Syntax,Agreement,2,F,F,"<보기>의 문장에서는 ""물어보셨다""에 주체 높임 선어말어미 '-시-'가 사용되어, 화자보다 높지 않은 인물(가문의 가신)임에도 주체 높임법이 적용된 것이 특징입니다. 이와 동일하게 주체 높임 선어말어미 '-시-'가 사용된 문장은 F의 ""바라보셨던""입니다. 다른 선택지들은 상대 높임법(하십시오체 등)이나 객체 높임법(드리다), 혹은 사동 표현('시키다') 등으로 <보기>와 다른 종류의 높임법을 사용하고 있습니다.

### ANSWER
F"
246,Syntax,Agreement,3,C,C,"주어진 문장은 '싫어하신다'에서 주체 높임 선어말 어미 '-시-'를 사용해 문장의 주체인 '외할머니'를 높이는 **주체 높임법**입니다. 선택지 중 C의 '잡수어'는 '먹다'의 높임말인 특수 어휘로 문장의 주체(청자)를 높이는 주체 높임법에 해당합니다. 반면 H의 '모셔'는 객체(할머니)를 높이는 객체 높임법이므로 다른 종류입니다.

### ANSWER
C"
466,Syntax,Embedded Clauses,2,B,B,"""밤이 새도록""은 안긴 문장으로, 뒤에 오는 서술어 '응시했다'를 수식하는 부사어 역할을 하는 부사절입니다.

### ANSWER
B"
467,Pragmatics,Implicature,2,D,D,"D의 ""그럼 나 빼고 나가려고 했어?""는 겉으로는 반문처럼 보이지만, 실제로는 함께 나가자는 제안을 당연히 받아들이겠다는 의미로 해석되는 표현입니다. 즉, 거절이 아니라 오히려 적극적인 동의(왜 나를 빼놓고 생각했냐는 의미)를 나타내는 대화입니다. 나머지 보기들은 모두 간접적으로 거절의 의미를 담고 있습니다.

### ANSWER
D"
468,Syntax,Embedded Clauses,3,A,A,"A의 ""최고급 시트가 있는""에서 밑줄 성분인 <브랜드>는 실제로는 ""브랜드에 최고급 시트가 있다""처럼 처소(부사어) 기능을 하며, 안긴 문장 내에서 주어나 목적어가 아니라 위치를 나타내는 역할을 합니다. 반면 나머지 선택지들은 모두 관계절 속에서 생략된 성분이 주어(대부분)나 목적어(E)로 해석됩니다.

### ANSWER
A"
469,Morphology,Verbal Conjugation,3,C,C,"'빨갛다'가 '빨개'로 활용할 때, 어간의 'ㅎ'이 탈락하면서 어간이 변하고, 어미 '-아'도 '-애'로 바뀌어 어간과 어미가 모두 변하는 'ㅎ' 불규칙 활용의 예입니다.

### ANSWER
C"
625,Syntax,Argument Structure & Valency,2,C,G,"**G**를 살펴보면 ""어제 힘든 일이 [ ]고 했던 철수""에서는 과거 시제 '있었다'가 필요한데, 제시된 답 '있다'는 현재형으로 시제가 맞지 않아 문장이 부자연스러워집니다. 반면 세 번째 빈칸 ""무슨 일이 또 [ ]""는 '있다'가 자연스럽게 들어갈 수 있어, 두 빈칸에 동일하게 '있다'를 넣기에는 논항/시제 구조상 적절하지 않습니다.

### ANSWER
G"
626,Semantics,Rhetorical Expressions,2,J,J,"<보기>는 신제품 개발이 회사에 긍정적 영향을 준 상황을 설명합니다. '냉수를 끼얹다'는 잘되고 있는 일에 부정적 영향을 주어 망치는 것을 의미하는데, 신제품 개발은 오히려 회사를 살린 요인이므로 이 표현은 상황과 맞지 않습니다.

### ANSWER
J"
627,Semantics,Rhetorical Expressions,1,J,J,"### ANSWER
J"
628,Syntax,Argument Structure & Valency,3,I,,"**정답 분석:**

각 서술어의 원형이 문맥(의미)에 따라 필요한 문장성분의 수가 달라지는지 살펴"
629,Semantics,Semantic Compatibility,1,I,I,"""벽이 물감을 칠한다""에서 주어 '벽'은 무생물로서 '칠하다'라는 행위를 수행할 수 있는 행위자가 될 수 없어, 서술어와 논항의 의미적 호응이 맞지 않습니다.

### ANSWER
I"
630,Semantics,Semantic Compatibility,3,I,D,"""미소를 띠다""(미소를 짓다는 의미)와 ""간격을 띠다""(간격을 두다는 의미)는 모두 자연스러운 한국어 표현으로, ""띠다""의 목적어로 적절하게 사용됩니다. 다른 선택지들은 의미적으로 부자연스럽거나 잘못된 조합입니다(예: ""꿈이 사람을 꾸다""는 주어-서술어 관계가 뒤바뀐 표현).

### ANSWER
D"
631,Semantics,Conjunctions,1,D,D,"인공지능 기술 발전과 모든 사람이 체감하지 못한다는 것은 상반되는 내용이므로 '하지만'이 적절하며, 소외계층의 정보격차는 앞 문장의 구체적 예시이므로 '예컨대'로 연결하는 것이 자연스럽다.

### ANSWER
D"
632,Semantics,Conjunctions,1,H,H,"**H**를 보면 ""휴대폰 배터리가 다 닳았다""는 원인이 되기에는 부족하고, ""충전 단자가 고장이 났다""는 결과는 논리적으로 연결되지 않습니다. 배터리가 닳은 것과 충전 단자 고장은 인과관계가 성립하지 않으며, 오히려 순서상 충전 단자 고장이 원인이 되어 배터리가 닳았다고 해야 자연스럽습니다. 따라서 '그러므로'라는 접속 부사의 사용이 논리적으로 적절하지 않습니다.

### ANSWER
H"
633,Semantics,Ambiguity,2,I,I,"### ANSWER
I"
634,Semantics,Ambiguity,3,I,D,"""저것은 내가 간 곳이 아니다""는 문장 구조상 수식관계나 범위(scope), 비교 대상 등에서 다른 해석이 발생하지 않는 문장입니다. 나머지 문장들은 수식어의 범위, 비교 기준, 부정의 범위, 열거 구조 등에서 구조적 중의성을 가질 수 있습니다.

### ANSWER
D"
635,Semantics,Word Relationships,1,I,I,"### ANSWER
I"
636,Semantics,Word Relationships,1,A,A,"""질문하세요""는 궁금한 것을 묻는다는 의미로, 이와 가장 유사한 표현은 ""물어보세요""입니다.

### ANSWER
A"
247,Syntax,Agreement,3,D,D,"<보기>의 ""드신""은 선어말어미 '-시-'를 사용한 주체 높임법입니다. 이는 문장의 주체(총장님)를 높이는 표현입니다. D의 ""없으시군""도 마찬가지로 '-시-'를 사용하여 문장의 주체를 높이는 주체 높임법을 보여줍니다. 나머지 선택지들은 상대 높임법(B, I), 객체 높임법(E, J) 또는 아예 높임법이 없는 경우입니다.

### ANSWER
D"
248,Syntax,Ellipsis,2,D,D,"주어진 각 문장에서 괄호 안에 들어갈 조사가 문맥상 자연스러운지 검토하면:

- A, B, C, E, F, G, H, I는 모두 문맥과 의미상 조사가 적절하게 사용되었습니다(예: ""여름에"", ""최근에"", ""동일한"", ""나를"", ""개인적인"" 등).
- D의 경우 ""사회 과학 연구 인원에서 모집""이라는 표현은 부자연스럽습니다. '에서'는 출발점이나 장소를 나타내는 조사인데, ""인원 모집""이라는 목적어적 성격의 명사에 붙이기에는 어색하며, 자연스러운 표현은 ""인원을 모집"" 또는 ""인원 모집""이 되어야 합니다.
- J의 경우도 ""너가""는 표준 문법상 ""네가""로 써야 하나, 구어체에서 흔히 쓰이는 표현이라는 점에서 상대적으로 덜 명확한 오류입니다.

따라서 조사 사용이 가장 부적절한 문장으로 D가 두드러집니다.

### ANSWER
D"
249,Syntax,Argument Structure & Valency,3,D,I,"""삼다""는 항상 '누가 무엇을 무엇으로 삼다'의 형태로 세 자리 서술어로 고정되어 사용되며, 문맥에 따라 자릿수가 변하지 않는다. 나머지 단어들은 의미와 상황에 따라 한 자리, 두 자리, 세 자리 서술어로 유동적으로 쓰인다.

### ANSWER
I"
250,Syntax,Embedded Clauses,3,J,A,"한글 문법에서 종속(관계) 관형절은 안은 문장의 주어·목적어 등 문장성분이 생략된 채로 명사를 수식하는 절이다. A의 ""재조정된""은 ""세출을 재조정하다""라는 문장에서 목적어인 '세출'이 빠진 형태로 '세출'을 수식하므로, 관형절 속에서 '세출'이 목적어 기능을 한다. 다른 선택지들은 대개 주어나 부사어(장소격) 관계이거나 동격(완형) 관형절로 목적어 기능과는 거리가 있다.

### ANSWER
A"
124,Pragmatics,Deixis & Reference,3,E,,[EMPTY_RESPONSE]
125,Pragmatics,Deixis & Reference,3,E,,[EMPTY_RESPONSE]
126,Pragmatics,Deixis & Reference,3,C,H,"주어진 대화에서 을은 다용도실에 있으며 자리를 이동하지 않았다. 갑이 ""참나물""이라고 부른 나물을 ""취나물""로 정정한 후, 그거[2]는 바로 그 취나물(엄마가 꺼내 쓰고 남은 것)을 가리키는 것으로, 명확히 동일한 대상을 지시한다.

### ANSWER
H"
127,Pragmatics,Deixis & Reference,3,J,,[EMPTY_RESPONSE]
251,Syntax,Agreement,2,C,C,"<보기>는 ""출산하신다고 하더라""에서 '-시-'를 통한 주체 높임법이 쓰였지만, 문장 종결은 '-더라'로 반말체(해체)로 되어 있어 상대 높임은 나타나지 않습니다. 이와 동일하게 C의 ""남다르시구만""도 '-시-'를 통한 주체 높임법을 사용하면서 '-구만'이라는 반말체 종결을 사용하고 있어 동일한 종류의 높임법 구조를 보입니다.

### ANSWER
C"
252,Morphology,Word Formation,1,J,J,"한글 맞춤법 규정에서 '목거리'(목이 아픈 병)는 '걸다'라는 어원을 밝혀 적지 않는 예로, '목걸이'(장신구)와 대조되는 대표적인 사례입니다. 나머지 단어들(앎, 죽음, 만듦, 얼음, 미닫이, 벼훑이, 살림살이, 익히, 작히)은 모두 어원을 밝혀 적는 파생어들입니다.

### ANSWER
J"
253,Semantics,Rhetorical Expressions,3,J,J,"지문의 핵심은 과거에 얽매이지 않고 다가올 일에 실질적으로 대비하고 준비하라는 것입니다. J는 ""다음 주 시험 전까지 즐겁게 쉴 준비를 하면 되겠다""라고 해석하여, 실제로는 다가올 시험에 대한 준비(공부)를 해야 한다는 지문의 의도를 정반대로 왜곡하고 있습니다. 이는 ""준비하라""는 말을 오히려 태만과 안일함으로 잘못 해석한 것으로 가장 적합하지 않습니다.

### ANSWER
J"
254,Morphology,POS & Morphemes,2,D,D,"형식 형태소는 조사, 어미, 접사를 포함합니다. 문장을 분석하면 '가'(조사), '-자'(연결어미), '들'(복수접미사), '은'(조사), '히'(부사파생접미사), '로'(조사), '-았-'(과거시제 선어말어미), '-다'(종결어미)가 모두 형식 형태소에 해당합니다.

### ANSWER
D"
637,Semantics,Ambiguity,2,D,H,"“장편 소설을 좋아하다”의 중의성은 “장편”이라는 단어가 동음이의어이기 때문에 생기는 것이 아니라, “장편소설”이라는 복합어(하나의 장르 명칭)로 해석될 수도 있고 “장편”이 “소설”을 수식하는 구(構造)로 해석될 수도 있는 구조적 중의성 때문에 발생합니다. 따라서 “장편”이 동음이의어라서 중의적이라는 설명은 옳지 않습니다.

### ANSWER
H"
638,Semantics,Ambiguity,2,A,A,"“말이 많다”는 “말(言)이 많다”(수다스럽다)와 “말(馬)이 많다”(동물이 많다)로 해석될 수 있는 대표적인 어휘적 중의성의 예이므로, 중의적이지 않다는 설명은 틀렸다.

### ANSWER
A"
